time,Import T1 kWh,Import T2 kWh,Export T1 kWh,Export T2 kWh,L1 max W,L2 max W,L3 max W
2025-01-23 12:45,12646.847,0.000,2349.815,0.000,-31,-35,-34
2025-01-23 13:00,12646.847,0.000,2349.816,0.000,-2,-2,-2
2025-01-23 13:15,12646.847,0.000,2349.825,0.000,-17,-16,-12
2025-01-23 13:30,12646.847,0.000,2349.841,0.000,-24,-28,-30
2025-01-23 13:45,12646.847,0.000,2349.854,0.000,-27,-26,-12
2025-01-23 14:00,12646.847,0.000,2349.864,0.000,-19,-22,-11
2025-01-23 14:15,12646.848,0.000,2349.864,0.000,2,2,2
2025-01-23 14:30,12646.849,0.000,2349.864,0.000,1,1,1
2025-01-23 14:45,12646.849,0.000,2349.865,0.000,-1,-2,-1
2025-01-23 15:00,12646.882,0.000,2349.865,0.000,54,63,34
2025-01-23 15:15,12646.924,0.000,2349.865,0.000,63,90,63
2025-01-23 15:30,12646.989,0.000,2349.865,0.000,118,106,103
2025-01-23 15:45,12647.061,0.000,2349.865,0.000,100,94,122
2025-01-23 16:00,12647.156,0.000,2349.865,0.000,159,139,140
2025-01-23 16:15,12647.265,0.000,2349.865,0.000,200,183,123
2025-01-23 16:30,12647.386,0.000,2349.865,0.000,246,167,161
2025-01-23 16:45,12647.547,0.000,2349.865,0.000,276,378,240
2025-01-23 17:00,12647.743,0.000,2349.865,0.000,314,370,212
2025-01-23 17:15,12647.975,0.000,2349.865,0.000,470,475,187
2025-01-23 17:30,12648.250,0.000,2349.865,0.000,495,561,431
2025-01-23 17:45,12648.535,0.000,2349.865,0.000,487,396,453
2025-01-23 18:00,12648.864,0.000,2349.865,0.000,676,732,390
2025-01-23 18:15,12649.239,0.000,2349.865,0.000,698,691,332
2025-01-23 18:30,12649.634,0.000,2349.865,0.000,730,703,502
2025-01-23 18:45,12650.054,0.000,2349.865,0.000,760,689,347
2025-01-23 19:00,12650.498,0.000,2349.865,0.000,898,751,829
2025-01-23 19:15,12650.943,0.000,2349.865,0.000,608,787,519
2025-01-23 19:30,12651.421,0.000,2349.865,0.000,872,757,979
2025-01-23 19:45,12651.902,0.000,2349.865,0.000,610,823,612
2025-01-23 20:00,12652.369,0.000,2349.865,0.000,697,686,665
2025-01-23 20:15,12652.792,0.000,2349.865,0.000,606,833,632
2025-01-23 20:30,12653.227,0.000,2349.865,0.000,563,776,615
2025-01-23 20:45,12653.624,0.000,2349.865,0.000,600,766,674
2025-01-23 21:00,12653.976,0.000,2349.865,0.000,474,550,558
2025-01-23 21:15,12654.285,0.000,2349.865,0.000,649,648,326
2025-01-23 21:30,12654.558,0.000,2349.865,0.000,395,565,388
2025-01-23 21:45,12654.802,0.000,2349.865,0.000,399,463,474
2025-01-23 22:00,12655.032,0.000,2349.865,0.000,321,425,345
2025-01-23 22:15,12655.239,0.000,2349.865,0.000,313,312,308
2025-01-23 22:30,12655.431,0.000,2349.865,0.000,328,309,264
2025-01-23 22:45,12655.588,0.000,2349.865,0.000,278,197,189
2025-01-23 23:00,12655.737,0.000,2349.865,0.000,310,323,135
2025-01-23 23:15,12655.872,0.000,2349.865,0.000,299,215,242
2025-01-23 23:30,12655.998,0.000,2349.865,0.000,222,217,173
2025-01-23 23:45,12656.089,0.000,2349.865,0.000,181,188,107
2025-01-24 00:00,12656.168,0.000,2349.865,0.000,179,183,72
2025-01-24 00:15,12656.230,0.000,2349.865,0.000,107,84,87
2025-01-24 00:30,12656.291,0.000,2349.865,0.000,100,114,97
2025-01-24 00:45,12656.351,0.000,2349.865,0.000,89,86,84
2025-01-24 01:00,12656.442,0.000,2349.865,0.000,168,154,103
2025-01-24 01:15,12656.531,0.000,2349.865,0.000,137,163,136
2025-01-24 01:30,12656.619,0.000,2349.865,0.000,134,141,165
2025-01-24 01:45,12656.700,0.000,2349.865,0.000,157,124,137
2025-01-24 02:00,12656.776,0.000,2349.865,0.000,107,116,112
2025-01-24 02:15,12656.865,0.000,2349.865,0.000,137,164,164
2025-01-24 02:30,12656.940,0.000,2349.865,0.000,157,152,93
2025-01-24 02:45,12657.030,0.000,2349.865,0.000,143,141,142
2025-01-24 03:00,12657.091,0.000,2349.865,0.000,124,113,97
2025-01-24 03:15,12657.181,0.000,2349.865,0.000,140,135,105
2025-01-24 03:30,12657.249,0.000,2349.865,0.000,129,105,72
2025-01-24 03:45,12657.309,0.000,2349.865,0.000,95,135,94
2025-01-24 04:00,12657.371,0.000,2349.865,0.000,116,111,111
2025-01-24 04:15,12657.459,0.000,2349.865,0.000,154,110,120
2025-01-24 04:30,12657.553,0.000,2349.865,0.000,116,113,174
2025-01-24 04:45,12657.649,0.000,2349.865,0.000,206,206,115
2025-01-24 05:00,12657.726,0.000,2349.865,0.000,130,151,71
2025-01-24 05:15,12657.816,0.000,2349.865,0.000,121,145,119
2025-01-24 05:30,12657.910,0.000,2349.865,0.000,159,214,143
2025-01-24 05:45,12658.005,0.000,2349.865,0.000,165,206,158
2025-01-24 06:00,12658.111,0.000,2349.865,0.000,168,241,154
2025-01-24 06:15,12658.213,0.000,2349.865,0.000,190,185,95
2025-01-24 06:30,12658.338,0.000,2349.865,0.000,192,188,200
2025-01-24 06:45,12658.470,0.000,2349.865,0.000,248,254,103
2025-01-24 07:00,12658.622,0.000,2349.865,0.000,278,345,181
2025-01-24 07:15,12658.779,0.000,2349.865,0.000,321,303,190
2025-01-24 07:30,12658.960,0.000,2349.865,0.000,299,359,354
2025-01-24 07:45,12659.162,0.000,2349.865,0.000,411,400,175
2025-01-24 08:00,12659.364,0.000,2349.865,0.000,404,409,144
2025-01-24 08:15,12659.540,0.000,2349.865,0.000,267,322,163
2025-01-24 08:30,12659.723,0.000,2349.865,0.000,312,321,322
2025-01-24 08:45,12659.870,0.000,2349.865,0.000,191,231,244
2025-01-24 09:00,12660.000,0.000,2349.865,0.000,237,235,169
2025-01-24 09:15,12660.137,0.000,2349.865,0.000,193,220,269
2025-01-24 09:30,12660.257,0.000,2349.865,0.000,187,191,287
2025-01-24 09:45,12660.330,0.000,2349.865,0.000,130,161,110
2025-01-24 10:00,12660.399,0.000,2349.865,0.000,125,136,124
2025-01-24 10:15,12660.469,0.000,2349.865,0.000,129,133,83
2025-01-24 10:30,12660.537,0.000,2349.865,0.000,139,107,136
2025-01-24 10:45,12660.567,0.000,2349.865,0.000,44,52,35
2025-01-24 11:00,12660.599,0.000,2349.865,0.000,70,65,36
2025-01-24 11:15,12660.650,0.000,2349.865,0.000,98,87,69
2025-01-24 11:30,12660.672,0.000,2349.865,0.000,44,47,21
2025-01-24 11:45,12660.693,0.000,2349.865,0.000,36,38,22
2025-01-24 12:00,12660.719,0.000,2349.865,0.000,33,40,44
2025-01-24 12:15,12660.739,0.000,2349.865,0.000,38,36,19
2025-01-24 12:30,12660.768,0.000,2349.865,0.000,60,51,33
2025-01-24 12:45,12660.785,0.000,2349.865,0.000,29,36,24
2025-01-24 13:00,12660.824,0.000,2349.865,0.000,46,58,59
2025-01-24 13:15,12660.839,0.000,2349.865,0.000,26,24,16
2025-01-24 13:30,12660.863,0.000,2349.865,0.000,39,37,41
2025-01-24 13:45,12660.892,0.000,2349.865,0.000,48,51,64
2025-01-24 14:00,12660.931,0.000,2349.865,0.000,62,84,66
2025-01-24 14:15,12660.973,0.000,2349.865,0.000,69,81,65
2025-01-24 14:30,12661.027,0.000,2349.865,0.000,90,110,96
2025-01-24 14:45,12661.081,0.000,2349.865,0.000,97,98,53
2025-01-24 15:00,12661.154,0.000,2349.865,0.000,111,131,90
2025-01-24 15:15,12661.232,0.000,2349.865,0.000,127,113,150
2025-01-24 15:30,12661.301,0.000,2349.865,0.000,94,128,110
2025-01-24 15:45,12661.392,0.000,2349.865,0.000,180,184,115
2025-01-24 16:00,12661.498,0.000,2349.865,0.000,216,179,146
2025-01-24 16:15,12661.638,0.000,2349.865,0.000,257,203,175
2025-01-24 16:30,12661.802,0.000,2349.865,0.000,357,306,238
2025-01-24 16:45,12661.973,0.000,2349.865,0.000,267,312,251
2025-01-24 17:00,12662.175,0.000,2349.865,0.000,319,323,254
2025-01-24 17:15,12662.402,0.000,2349.865,0.000,408,421,288
2025-01-24 17:30,12662.664,0.000,2349.865,0.000,477,487,280
2025-01-24 17:45,12662.992,0.000,2349.865,0.000,571,570,320
2025-01-24 18:00,12663.350,0.000,2349.865,0.000,754,701,524
2025-01-24 18:15,12663.724,0.000,2349.865,0.000,638,637,468
2025-01-24 18:30,12664.132,0.000,2349.865,0.000,849,602,528
2025-01-24 18:45,12664.572,0.000,2349.865,0.000,675,824,460
2025-01-24 19:00,12665.033,0.000,2349.865,0.000,934,668,573
2025-01-24 19:15,12665.509,0.000,2349.865,0.000,779,925,517
2025-01-24 19:30,12665.988,0.000,2349.865,0.000,606,878,670
2025-01-24 19:45,12666.470,0.000,2349.865,0.000,786,985,783
2025-01-24 20:00,12666.930,0.000,2349.865,0.000,675,737,583
2025-01-24 20:15,12667.362,0.000,2349.865,0.000,884,758,609
2025-01-24 20:30,12667.794,0.000,2349.865,0.000,897,924,556
2025-01-24 20:45,12668.170,0.000,2349.865,0.000,692,706,370
2025-01-24 21:00,12668.525,0.000,2349.865,0.000,663,646,340
2025-01-24 21:15,12668.858,0.000,2349.865,0.000,609,621,218
2025-01-24 21:30,12669.153,0.000,2349.865,0.000,611,426,456
2025-01-24 21:45,12669.405,0.000,2349.865,0.000,511,509,203
2025-01-24 22:00,12669.651,0.000,2349.865,0.000,403,475,303
2025-01-24 22:15,12669.865,0.000,2349.865,0.000,322,423,403
2025-01-24 22:30,12670.054,0.000,2349.865,0.000,371,316,282
2025-01-24 22:45,12670.223,0.000,2349.865,0.000,256,215,280
2025-01-24 23:00,12670.368,0.000,2349.865,0.000,196,193,255
2025-01-24 23:15,12670.471,0.000,2349.865,0.000,172,189,114
2025-01-24 23:30,12670.578,0.000,2349.865,0.000,142,148,168
2025-01-24 23:45,12670.672,0.000,2349.865,0.000,195,157,118
2025-01-25 00:00,12670.750,0.000,2349.865,0.000,181,145,102
2025-01-25 00:15,12670.841,0.000,2349.865,0.000,126,164,98
2025-01-25 00:30,12670.910,0.000,2349.865,0.000,100,95,129
2025-01-25 00:45,12670.997,0.000,2349.865,0.000,150,166,122
2025-01-25 01:00,12671.086,0.000,2349.865,0.000,129,153,145
2025-01-25 01:15,12671.150,0.000,2349.865,0.000,124,102,74
2025-01-25 01:30,12671.209,0.000,2349.865,0.000,134,116,73
2025-01-25 01:45,12671.288,0.000,2349.865,0.000,136,119,121
2025-01-25 02:00,12671.349,0.000,2349.865,0.000,107,108,92
2025-01-25 02:15,12671.426,0.000,2349.865,0.000,115,111,114
2025-01-25 02:30,12671.488,0.000,2349.865,0.000,90,111,95
2025-01-25 02:45,12671.550,0.000,2349.865,0.000,108,104,90
2025-01-25 03:00,12671.635,0.000,2349.865,0.000,182,181,94
2025-01-25 03:15,12671.695,0.000,2349.865,0.000,105,108,65
2025-01-25 03:30,12671.779,0.000,2349.865,0.000,190,154,110
2025-01-25 03:45,12671.863,0.000,2349.865,0.000,188,161,94
2025-01-25 04:00,12671.929,0.000,2349.865,0.000,136,135,62
2025-01-25 04:15,12671.990,0.000,2349.865,0.000,78,87,111
2025-01-25 04:30,12672.083,0.000,2349.865,0.000,137,185,161
2025-01-25 04:45,12672.143,0.000,2349.865,0.000,100,98,108
2025-01-25 05:00,12672.240,0.000,2349.865,0.000,186,202,97
2025-01-25 05:15,12672.328,0.000,2349.865,0.000,203,183,94
2025-01-25 05:30,12672.420,0.000,2349.865,0.000,122,167,117
2025-01-25 05:45,12672.509,0.000,2349.865,0.000,135,177,112
2025-01-25 06:00,12672.599,0.000,2349.865,0.000,190,198,99
2025-01-25 06:15,12672.712,0.000,2349.865,0.000,197,197,207
2025-01-25 06:30,12672.838,0.000,2349.865,0.000,203,198,162
2025-01-25 06:45,12672.985,0.000,2349.865,0.000,240,257,129
2025-01-25 07:00,12673.154,0.000,2349.865,0.000,285,311,223
2025-01-25 07:15,12673.337,0.000,2349.865,0.000,260,338,261
2025-01-25 07:30,12673.511,0.000,2349.865,0.000,314,218,222
2025-01-25 07:45,12673.680,0.000,2349.865,0.000,326,245,200
2025-01-25 08:00,12673.856,0.000,2349.865,0.000,254,310,339
2025-01-25 08:15,12674.026,0.000,2349.865,0.000,395,276,261
2025-01-25 08:30,12674.207,0.000,2349.865,0.000,249,295,249
2025-01-25 08:45,12674.349,0.000,2349.865,0.000,223,210,180
2025-01-25 09:00,12674.468,0.000,2349.865,0.000,208,194,201
2025-01-25 09:15,12674.586,0.000,2349.865,0.000,190,223,125
2025-01-25 09:30,12674.673,0.000,2349.865,0.000,185,159,142
2025-01-25 09:45,12674.748,0.000,2349.865,0.000,116,108,123
2025-01-25 10:00,12674.811,0.000,2349.865,0.000,100,93,102
2025-01-25 10:15,12674.844,0.000,2349.865,0.000,53,61,28
2025-01-25 10:30,12674.861,0.000,2349.865,0.000,30,31,14
2025-01-25 10:45,12674.882,0.000,2349.865,0.000,37,38,27
2025-01-25 11:00,12674.913,0.000,2349.865,0.000,52,42,44
2025-01-25 11:15,12674.937,0.000,2349.865,0.000,36,40,33
2025-01-25 11:30,12674.957,0.000,2349.865,0.000,40,41,23
2025-01-25 11:45,12674.981,0.000,2349.865,0.000,47,39,29
2025-01-25 12:00,12674.981,0.000,2349.867,0.000,-4,-5,-3
2025-01-25 12:15,12674.986,0.000,2349.867,0.000,9,8,5
2025-01-25 12:30,12674.986,0.000,2349.876,0.000,-16,-16,-9
2025-01-25 12:45,12674.986,0.000,2349.884,0.000,-12,-14,-12
2025-01-25 13:00,12674.986,0.000,2349.884,0.000,0,0,0
2025-01-25 13:15,12675.000,0.000,2349.884,0.000,23,23,17
2025-01-25 13:30,12675.000,0.000,2349.893,0.000,-15,-17,-8
2025-01-25 13:45,12675.017,0.000,2349.893,0.000,27,25,29
2025-01-25 14:00,12675.042,0.000,2349.893,0.000,47,51,29
2025-01-25 14:15,12675.064,0.000,2349.893,0.000,40,31,27
2025-01-25 14:30,12675.077,0.000,2349.893,0.000,24,22,25
2025-01-25 14:45,12675.085,0.000,2349.893,0.000,15,13,9
2025-01-25 15:00,12675.106,0.000,2349.893,0.000,33,31,28
2025-01-25 15:15,12675.141,0.000,2349.893,0.000,62,68,39
2025-01-25 15:30,12675.205,0.000,2349.893,0.000,84,102,101
2025-01-25 15:45,12675.289,0.000,2349.893,0.000,160,157,73
2025-01-25 16:00,12675.360,0.000,2349.893,0.000,111,154,104
2025-01-25 16:15,12675.482,0.000,2349.893,0.000,243,255,134
2025-01-25 16:30,12675.603,0.000,2349.893,0.000,161,156,197
2025-01-25 16:45,12675.755,0.000,2349.893,0.000,288,206,232
2025-01-25 17:00,12675.964,0.000,2349.893,0.000,350,301,403
2025-01-25 17:15,12676.185,0.000,2349.893,0.000,339,322,393
2025-01-25 17:30,12676.442,0.000,2349.893,0.000,450,497,441
2025-01-25 17:45,12676.762,0.000,2349.893,0.000,403,437,573
2025-01-25 18:00,12677.089,0.000,2349.893,0.000,540,592,331
2025-01-25 18:15,12677.474,0.000,2349.893,0.000,731,569,579
2025-01-25 18:30,12677.887,0.000,2349.893,0.000,716,845,735
2025-01-25 18:45,12678.304,0.000,2349.893,0.000,727,600,571
2025-01-25 19:00,12678.756,0.000,2349.893,0.000,788,814,404
2025-01-25 19:15,12679.208,0.000,2349.893,0.000,714,649,860
2025-01-25 19:30,12679.685,0.000,2349.893,0.000,1032,820,614
2025-01-25 19:45,12680.169,0.000,2349.893,0.000,664,804,744
2025-01-25 20:00,12680.631,0.000,2349.893,0.000,910,699,630
2025-01-25 20:15,12681.067,0.000,2349.893,0.000,957,863,567
2025-01-25 20:30,12681.495,0.000,2349.893,0.000,681,916,624
2025-01-25 20:45,12681.898,0.000,2349.893,0.000,577,676,707
2025-01-25 21:00,12682.239,0.000,2349.893,0.000,570,489,446
2025-01-25 21:15,12682.581,0.000,2349.893,0.000,604,506,511
2025-01-25 21:30,12682.887,0.000,2349.893,0.000,631,570,274
2025-01-25 21:45,12683.150,0.000,2349.893,0.000,407,433,534
2025-01-25 22:00,12683.374,0.000,2349.893,0.000,487,427,238
2025-01-25 22:15,12683.571,0.000,2349.893,0.000,364,389,285
2025-01-25 22:30,12683.752,0.000,2349.893,0.000,300,316,209
2025-01-25 22:45,12683.894,0.000,2349.893,0.000,213,245,182
2025-01-25 23:00,12684.046,0.000,2349.893,0.000,336,305,207
2025-01-25 23:15,12684.157,0.000,2349.893,0.000,233,207,132
2025-01-25 23:30,12684.249,0.000,2349.893,0.000,117,116,171
2025-01-25 23:45,12684.335,0.000,2349.893,0.000,170,191,95
2025-01-26 00:00,12684.422,0.000,2349.893,0.000,189,132,124
2025-01-26 00:15,12684.503,0.000,2349.893,0.000,145,140,99
2025-01-26 00:30,12684.578,0.000,2349.893,0.000,125,97,108
2025-01-26 00:45,12684.645,0.000,2349.893,0.000,129,104,95
2025-01-26 01:00,12684.702,0.000,2349.893,0.000,102,111,55
2025-01-26 01:15,12684.774,0.000,2349.893,0.000,118,111,130
2025-01-26 01:30,12684.862,0.000,2349.893,0.000,159,162,88
2025-01-26 01:45,12684.920,0.000,2349.893,0.000,98,119,62
2025-01-26 02:00,12684.976,0.000,2349.893,0.000,97,96,95
2025-01-26 02:15,12685.044,0.000,2349.893,0.000,136,145,61
2025-01-26 02:30,12685.108,0.000,2349.893,0.000,113,134,87
2025-01-26 02:45,12685.179,0.000,2349.893,0.000,155,152,76
2025-01-26 03:00,12685.239,0.000,2349.893,0.000,136,95,100
2025-01-26 03:15,12685.318,0.000,2349.893,0.000,126,136,155
2025-01-26 03:30,12685.376,0.000,2349.893,0.000,117,87,83
2025-01-26 03:45,12685.451,0.000,2349.893,0.000,124,100,102
2025-01-26 04:00,12685.541,0.000,2349.893,0.000,137,184,158
2025-01-26 04:15,12685.622,0.000,2349.893,0.000,139,113,102
2025-01-26 04:30,12685.704,0.000,2349.893,0.000,122,117,148
2025-01-26 04:45,12685.796,0.000,2349.893,0.000,164,147,124
2025-01-26 05:00,12685.874,0.000,2349.893,0.000,115,118,100
2025-01-26 05:15,12685.945,0.000,2349.893,0.000,128,143,75
2025-01-26 05:30,12686.022,0.000,2349.893,0.000,118,112,116
2025-01-26 05:45,12686.107,0.000,2349.893,0.000,147,107,115
2025-01-26 06:00,12686.195,0.000,2349.893,0.000,166,134,95
2025-01-26 06:15,12686.310,0.000,2349.893,0.000,182,184,151
2025-01-26 06:30,12686.427,0.000,2349.893,0.000,211,189,148
2025-01-26 06:45,12686.564,0.000,2349.893,0.000,249,218,236
2025-01-26 07:00,12686.721,0.000,2349.893,0.000,241,318,296
2025-01-26 07:15,12686.877,0.000,2349.893,0.000,260,245,170
2025-01-26 07:30,12687.072,0.000,2349.893,0.000,290,383,322
2025-01-26 07:45,12687.269,0.000,2349.893,0.000,306,352,272
2025-01-26 08:00,12687.459,0.000,2349.893,0.000,367,381,254
2025-01-26 08:15,12687.622,0.000,2349.893,0.000,243,296,281
2025-01-26 08:30,12687.786,0.000,2349.893,0.000,370,311,206
2025-01-26 08:45,12687.944,0.000,2349.893,0.000,238,230,317
2025-01-26 09:00,12688.098,0.000,2349.893,0.000,261,344,197
2025-01-26 09:15,12688.232,0.000,2349.893,0.000,206,244,240
2025-01-26 09:30,12688.341,0.000,2349.893,0.000,200,133,134
2025-01-26 09:45,12688.444,0.000,2349.893,0.000,229,211,98
2025-01-26 10:00,12688.530,0.000,2349.893,0.000,118,145,112
2025-01-26 10:15,12688.601,0.000,2349.893,0.000,130,148,108
2025-01-26 10:30,12688.636,0.000,2349.893,0.000,63,54,72
2025-01-26 10:45,12688.662,0.000,2349.893,0.000,46,51,25
2025-01-26 11:00,12688.693,0.000,2349.893,0.000,51,72,45
2025-01-26 11:15,12688.723,0.000,2349.893,0.000,64,58,41
2025-01-26 11:30,12688.753,0.000,2349.893,0.000,58,60,25
2025-01-26 11:45,12688.761,0.000,2349.893,0.000,17,14,11
2025-01-26 12:00,12688.792,0.000,2349.893,0.000,59,52,50
2025-01-26 12:15,12688.817,0.000,2349.893,0.000,32,32,47
2025-01-26 12:30,12688.841,0.000,2349.893,0.000,47,43,32
2025-01-26 12:45,12688.875,0.000,2349.893,0.000,65,69,56
2025-01-26 13:00,12688.884,0.000,2349.893,0.000,15,15,14
2025-01-26 13:15,12688.913,0.000,2349.893,0.000,52,58,36
2025-01-26 13:30,12688.918,0.000,2349.893,0.000,8,10,11
2025-01-26 13:45,12688.933,0.000,2349.893,0.000,23,21,25
2025-01-26 14:00,12688.955,0.000,2349.893,0.000,35,34,51
2025-01-26 14:15,12688.969,0.000,2349.893,0.000,30,25,20
2025-01-26 14:30,12688.996,0.000,2349.893,0.000,41,47,29
2025-01-26 14:45,12689.035,0.000,2349.893,0.000,58,60,61
2025-01-26 15:00,12689.084,0.000,2349.893,0.000,74,101,82
2025-01-26 15:15,12689.145,0.000,2349.893,0.000,108,80,70
2025-01-26 15:30,12689.197,0.000,2349.893,0.000,95,71,77
2025-01-26 15:45,12689.266,0.000,2349.893,0.000,125,116,116
2025-01-26 16:00,12689.363,0.000,2349.893,0.000,136,147,127
2025-01-26 16:15,12689.473,0.000,2349.893,0.000,230,193,127
2025-01-26 16:30,12689.616,0.000,2349.893,0.000,210,199,266
2025-01-26 16:45,12689.803,0.000,2349.893,0.000,399,349,239
2025-01-26 17:00,12690.003,0.000,2349.893,0.000,381,422,212
2025-01-26 17:15,12690.238,0.000,2349.893,0.000,437,380,284
2025-01-26 17:30,12690.501,0.000,2349.893,0.000,535,547,355
2025-01-26 17:45,12690.820,0.000,2349.893,0.000,452,419,480
2025-01-26 18:00,12691.164,0.000,2349.893,0.000,586,548,770
2025-01-26 18:15,12691.544,0.000,2349.893,0.000,601,600,872
2025-01-26 18:30,12691.964,0.000,2349.893,0.000,966,725,655
2025-01-26 18:45,12692.412,0.000,2349.893,0.000,849,1002,558
2025-01-26 19:00,12692.852,0.000,2349.893,0.000,776,796,831
2025-01-26 19:15,12693.330,0.000,2349.893,0.000,1004,889,782
2025-01-26 19:30,12693.816,0.000,2349.893,0.000,846,865,418
2025-01-26 19:45,12694.302,0.000,2349.893,0.000,954,659,669
2025-01-26 20:00,12694.764,0.000,2349.893,0.000,792,731,536
2025-01-26 20:15,12695.214,0.000,2349.893,0.000,897,880,480
2025-01-26 20:30,12695.632,0.000,2349.893,0.000,660,620,596
2025-01-26 20:45,12696.037,0.000,2349.893,0.000,652,659,578
2025-01-26 21:00,12696.378,0.000,2349.893,0.000,686,636,302
2025-01-26 21:15,12696.719,0.000,2349.893,0.000,743,674,485
2025-01-26 21:30,12696.998,0.000,2349.893,0.000,427,552,419
2025-01-26 21:45,12697.240,0.000,2349.893,0.000,439,503,296
2025-01-26 22:00,12697.456,0.000,2349.893,0.000,410,482,312
2025-01-26 22:15,12697.639,0.000,2349.893,0.000,242,306,234
2025-01-26 22:30,12697.809,0.000,2349.893,0.000,331,248,204
2025-01-26 22:45,12697.956,0.000,2349.893,0.000,277,259,190
2025-01-26 23:00,12698.080,0.000,2349.893,0.000,202,210,198
2025-01-26 23:15,12698.197,0.000,2349.893,0.000,198,179,219
2025-01-26 23:30,12698.300,0.000,2349.893,0.000,158,209,159
2025-01-26 23:45,12698.416,0.000,2349.893,0.000,163,187,164
2025-01-27 00:00,12698.496,0.000,2349.893,0.000,172,126,125
2025-01-27 00:15,12698.590,0.000,2349.893,0.000,128,166,149
2025-01-27 00:30,12698.663,0.000,2349.893,0.000,151,107,98
2025-01-27 00:45,12698.724,0.000,2349.893,0.000,99,113,89
2025-01-27 01:00,12698.783,0.000,2349.893,0.000,115,100,108
2025-01-27 01:15,12698.870,0.000,2349.893,0.000,174,135,171
2025-01-27 01:30,12698.930,0.000,2349.893,0.000,88,98,97
2025-01-27 01:45,12699.008,0.000,2349.893,0.000,179,133,110
2025-01-27 02:00,12699.075,0.000,2349.893,0.000,152,151,61
2025-01-27 02:15,12699.161,0.000,2349.893,0.000,171,170,120
2025-01-27 02:30,12699.252,0.000,2349.893,0.000,172,149,91
2025-01-27 02:45,12699.323,0.000,2349.893,0.000,140,136,89
2025-01-27 03:00,12699.398,0.000,2349.893,0.000,135,135,69
2025-01-27 03:15,12699.467,0.000,2349.893,0.000,116,99,87
2025-01-27 03:30,12699.536,0.000,2349.893,0.000,135,131,92
2025-01-27 03:45,12699.628,0.000,2349.893,0.000,141,172,178
2025-01-27 04:00,12699.685,0.000,2349.893,0.000,108,89,114
2025-01-27 04:15,12699.779,0.000,2349.893,0.000,160,168,149
2025-01-27 04:30,12699.855,0.000,2349.893,0.000,142,155,80
2025-01-27 04:45,12699.922,0.000,2349.893,0.000,136,126,97
2025-01-27 05:00,12700.005,0.000,2349.893,0.000,150,106,115
2025-01-27 05:15,12700.096,0.000,2349.893,0.000,160,172,119
2025-01-27 05:30,12700.176,0.000,2349.893,0.000,118,154,103
2025-01-27 05:45,12700.285,0.000,2349.893,0.000,204,182,162
2025-01-27 06:00,12700.380,0.000,2349.893,0.000,112,122,165
2025-01-27 06:15,12700.504,0.000,2349.893,0.000,228,174,175
2025-01-27 06:30,12700.645,0.000,2349.893,0.000,260,225,235
2025-01-27 06:45,12700.775,0.000,2349.893,0.000,290,217,218
2025-01-27 07:00,12700.942,0.000,2349.893,0.000,362,302,188
2025-01-27 07:15,12701.109,0.000,2349.893,0.000,271,380,235
2025-01-27 07:30,12701.285,0.000,2349.893,0.000,277,314,244
2025-01-27 07:45,12701.472,0.000,2349.893,0.000,303,319,254
2025-01-27 08:00,12701.650,0.000,2349.893,0.000,236,328,236
2025-01-27 08:15,12701.835,0.000,2349.893,0.000,291,347,187
2025-01-27 08:30,12702.003,0.000,2349.893,0.000,384,329,210
2025-01-27 08:45,12702.129,0.000,2349.893,0.000,163,204,177
2025-01-27 09:00,12702.248,0.000,2349.893,0.000,158,198,171
2025-01-27 09:15,12702.348,0.000,2349.893,0.000,159,172,206
2025-01-27 09:30,12702.451,0.000,2349.893,0.000,195,167,117
2025-01-27 09:45,12702.534,0.000,2349.893,0.000,173,154,100
2025-01-27 10:00,12702.601,0.000,2349.893,0.000,88,128,99
2025-01-27 10:15,12702.622,0.000,2349.893,0.000,29,42,28
2025-01-27 10:30,12702.637,0.000,2349.893,0.000,24,24,28
2025-01-27 10:45,12702.646,0.000,2349.893,0.000,16,14,15
2025-01-27 11:00,12702.646,0.000,2349.900,0.000,-11,-12,-14
2025-01-27 11:15,12702.646,0.000,2349.914,0.000,-26,-28,-23
2025-01-27 11:30,12702.652,0.000,2349.914,0.000,15,16,6
2025-01-27 11:45,12702.657,0.000,2349.914,0.000,9,7,7
2025-01-27 12:00,12702.661,0.000,2349.914,0.000,7,8,5
2025-01-27 12:15,12702.661,0.000,2349.944,0.000,-44,-59,-36
2025-01-27 12:30,12702.661,0.000,2349.953,0.000,-13,-14,-10
2025-01-27 12:45,12702.661,0.000,2349.973,0.000,-31,-33,-31
2025-01-27 13:00,12702.661,0.000,2350.002,0.000,-54,-63,-32
2025-01-27 13:15,12702.661,0.000,2350.033,0.000,-60,-60,-28
2025-01-27 13:30,12702.661,0.000,2350.057,0.000,-40,-42,-55
2025-01-27 13:45,12702.661,0.000,2350.058,0.000,-1,-1,-1
2025-01-27 14:00,12702.661,0.000,2350.060,0.000,-3,-4,-3
2025-01-27 14:15,12702.661,0.000,2350.072,0.000,-18,-18,-16
2025-01-27 14:30,12702.672,0.000,2350.072,0.000,20,17,24
2025-01-27 14:45,12702.672,0.000,2350.079,0.000,-12,-12,-5
2025-01-27 15:00,12702.695,0.000,2350.079,0.000,42,33,27
2025-01-27 15:15,12702.732,0.000,2350.079,0.000,60,64,78
2025-01-27 15:30,12702.781,0.000,2350.079,0.000,106,83,84
